rank,hover,alpha,size,ctrl,num_props,distance
1,ST,6.902563830822675,0.06414003200509694,3668.7201626745446,4,0.19414174556628294
1,ST,9.42348750126368,0.185989700235788,5462.208144367621,6,0.8661027913231378
1,ST,10.247325978349808,0.14468247777499996,4148.3909216894535,7,0.24948017399990377
1,ST,9.08073255742158,0.1374613313336085,1294.8923476471634,5,0.2829103678379346
1,ST,9.65071758910422,0.09838051636808848,653.0943245001639,6,0.3583733599794071
1,ST,7.570129556713795,0.06857492739368957,3125.4972833323245,4,0.3314568115835814
1,ST,7.043722685097384,0.16825857823254875,4802.281115736968,6,0.20762199347804972
1,ST,7.43995350911119,0.1460161075285421,4787.841285502471,7,0.21733269869430594
1,ST,5.199615615058791,0.07867668096751282,9978.256560820917,5,inf
1,ST,7.79642357535612,0.13019728649349988,1290.4927790304032,6,0.4020941055298446
1,ST,10.416884417318549,0.3378141743301912,1478.0785830673017,6,inf
1,ST,6.858440798925108,0.051207245940847634,6674.066908776659,4,inf
1,ST,12.8631102292628,0.16724678088170036,625.4000585371277,7,inf
2,ST,6.216634650244146,0.052628036015950674,4427.309559103516,5,inf
2,ST,4.612125369785248,0.13271751802732637,8393.589958993192,6,inf
2,ST,7.2681392419350885,0.13088596775826816,2531.9111450491873,6,0.9154365747652917
2,ST,11.032494420386826,0.3158027967866172,446.1128796992125,8,inf
2,ST,9.491861818466537,0.24791072176849208,1038.11783764713,6,0.9340472313558209
2,ST,5.420248519173622,0.16577593194022572,4702.752752689063,5,0.7946859688458776
2,ST,8.693669084419982,0.17904596014599133,4082.542174455176,6,0.5104614149607108
2,ST,9.07230745818599,0.17291833990310296,3325.8248195190063,7,0.3698546612937418
2,ST,8.514293254484846,0.16088725323292086,1313.1590644993669,6,0.5356044830179565
3,ST,6.002501747435685,0.09035874393106594,3369.6693513773525,5,inf
3,ST,6.7608281017192,0.14227438302175338,268.6683009835284,6,0.538416705184017
3,ST,6.189306968052441,0.1084410920543587,3044.183989126093,5,0.7807757664531079
3,ST,6.050869765487335,0.08303933016104763,1512.1221759541982,4,inf
3,ST,9.572763743685279,0.47411459315264115,235.6973599336296,7,inf
3,ST,8.037030013044095,0.25359612913376917,1221.1096408757883,7,0.5763436409003192
3,ST,7.378614334857519,0.17606177307260018,976.8040176393906,7,0.5245325815776418
3,ST,8.970365198817566,0.31433013651701525,641.5966331497258,7,0.4732288170447584
3,ST,6.248345794322835,0.15415301421732144,1055.4127635787925,6,0.28530327052256094
3,ST,9.393070913137185,0.41695815369706435,568.5852616047348,6,0.49696757964568106
3,ST,8.839550392721181,0.28634057747365205,1098.4928060048248,8,0.2761923280434253
3,ST,8.72751214400817,0.2444124567008495,716.7903324849322,8,0.5299978305426575
3,ST,7.374084206553193,0.3922838745371526,1384.6759594578027,7,0.5283193137181439
4,ST,7.369580327864999,0.3081962642939434,698.6261424569693,7,0.24559136229092032
4,ST,6.141201290675027,0.18445799920404551,812.0499210054184,5,0.24595043443758258
4,ST,8.26813421684685,0.42798160247768824,1020.2130267329921,8,0.26491836623398457
4,ST,9.01739852960952,0.4496330173359499,103.78374552783188,6,0.33903191968564234
4,ST,8.37042780666894,0.3101572177795241,742.751769330694,7,0.25480436196670114
4,ST,7.0968318222091735,0.17826329218858564,766.4381301504749,7,0.15798698837815145
4,ST,8.927638373795283,0.4024730572420979,44.828350540550225,6,inf
4,ST,7.993540411758861,0.263237973147865,634.3273732159981,7,0.5780017613934944
4,ST,6.915931269605041,0.5230119833140798,1094.7441937163626,8,inf
4,ST,7.106615253547776,0.2627332606139642,1062.2260179559205,6,0.11592341797016761
4,ST,6.049609778073882,0.11530408821910665,1708.0042762460741,5,inf
4,ST,9.176021150579697,0.5229626783241093,125.43090673346157,8,inf
4,ST,6.644546565109297,0.2610679730382984,830.1224688903918,7,0.4365621829103521
4,ST,6.101251098452731,0.15451548333291135,650.747403280192,5,0.20806115727376492
4,ST,7.422600432960245,0.3223005225056553,967.7652594518048,8,0.48767447449721213
4,ST,5.736118703158588,0.20323814283210298,2425.150750580498,5,inf
5,ST,6.948497604983608,0.2596837032700521,473.9406898198567,7,0.7053177834350858
5,ST,6.216892760720431,0.27337656495529616,984.375031290094,6,0.4949857444841983
5,ST,8.172295011959072,0.5307810035936171,216.63826478195008,7,inf
5,ST,6.142039253224392,0.2525322535269439,727.4056890487642,6,0.5430572433353984
5,ST,8.013279884620264,0.35434304665491434,492.9768422886695,6,0.5576515303219922
5,ST,5.92733867043609,0.22363388464683664,508.2858657034248,6,inf
5,ST,7.797104971139384,0.2743008911054787,109.12644472354943,7,inf
5,ST,7.518310258727897,0.32486491176481574,139.42252721026853,6,0.6892297955538014
5,ST,6.542942950731076,0.2512019920943001,558.1774437878564,7,0.5114919770838215
5,ST,5.575013187777976,0.2457367676012177,1164.1774019319125,5,inf
5,ST,5.700102720329258,0.4417784818125785,1036.578306890909,5,0.8805133656076933
6,ST,8.074644465809826,0.9666659608000677,86.55282691922801,7,inf
6,ST,7.070073188552752,0.6042534567807526,391.42546224581,6,0.9243618768515387
6,ST,7.14415073559553,0.3681848617504577,314.493225413032,7,0.3509745678459181
6,ST,7.2341199415028345,0.5575354748211698,252.5757949807164,8,0.11039561741087597
6,ST,7.3339283880356,1.173019906488225,261.33071789976026,8,0.500011110860346
6,ST,6.275134184037531,0.2794395904854459,260.61839857424354,6,inf
6,ST,7.87653676759899,0.742044410414102,234.00223595541783,7,0.5178760058760795
6,ST,7.199484971653502,0.5355374698882627,190.7067063847311,7,0.13632304063893919
6,ST,6.057036693798372,0.2822337742332838,630.0617035361316,8,1.093024926702137
6,ST,7.76721633518985,0.5345861684995585,180.4441153157691,7,0.25542905630208484
6,ST,8.099101481229589,1.3668650812568477,171.47182975069538,7,inf
6,ST,7.76765255143154,0.5685712138169092,158.73865082743768,5,0.15594015210059214
6,ST,4.156330143488109,0.3841351426650488,666.1860991760669,7,inf
6,ST,7.388046930126676,0.39855925416963495,122.05731385796184,7,0.37278657290156025
7,ST,6.000597789495621,0.6636745795470289,304.1096221603345,7,0.7023100885453646
7,ST,7.26869140286774,0.5874209887103722,69.40399298897879,7,0.48673904657239514
7,ST,7.539803497367421,1.3150380807936888,16.945606495709658,7,inf
7,ST,5.230382775459687,0.32889071261973224,572.2152570896649,8,inf
7,ST,5.19919395503032,0.29985986807499077,363.2771508058421,6,inf
7,ST,7.083311360166208,0.378950375094719,285.34369365160444,6,0.9514253521074136
7,ST,5.911018653379137,0.4520790957900848,332.1547546213054,7,0.4583005478257333
7,ST,7.425856454351887,0.6526692407676096,100.11671266480698,8,0.4930472079189563
7,ST,5.567477946805803,0.418192393133101,550.1779465913737,6,0.7234536309963266
7,ST,7.449778993040613,0.7716049517568923,96.23772976076617,8,0.745618780312114
7,ST,5.265946080248526,0.3752809806005293,571.9574964646132,7,0.2330190397288736
8,ST,7.2103043967999385,2.412900657663195,48.46151585686547,8,inf
8,ST,4.911582333972992,0.7317334484878159,505.2276169092731,8,inf
8,ST,4.897559631939097,0.4688495229271297,401.97218976408476,7,0.5707354816179137
8,ST,3.577560701049098,0.4165893612378096,217.79670172899995,8,inf
8,ST,6.859733281227219,0.6183440130991704,262.68589058178407,7,0.42600862880447304
8,ST,4.741616930693499,0.3257188917871287,7.069369204331933,5,inf
8,ST,6.950875694026999,0.8808847833760831,253.22339399221704,8,0.99208577698928
8,ST,5.7666893712992895,0.3822939455673559,173.7143638978561,7,0.5419469411866283
8,ST,6.708230271747101,0.4939644330615035,149.76745136070213,7,0.4319881433964333
8,ST,6.4411618496312535,0.6052143994075603,188.30299148215698,6,0.40726450716184953
9,ST,5.2762610262085765,0.5142460166208384,162.24947976838163,6,inf
9,ST,6.679645191956657,0.6313326158930525,237.51887908799108,8,inf
9,ST,4.603124966285483,0.46937079648813806,238.96935133027728,5,inf
