rank,hover,alpha,size,ctrl,num_props,quad_flag,distance
1,ST,4.74452810926202,0.02823491074028748,7421.014161339402,4,0,inf
1,ST,12.295920073383213,0.07482147304351948,12451.9079932779,6,0,0.35202090112800044
1,ST,12.3854404865787,0.07679204689560944,8150.017512084742,6,0,0.23022066423096893
1,ST,12.714791183627522,0.08333401748130433,7988.6003634662475,6,0,0.287928875225778
1,ST,13.275075458998062,0.09291361023533724,7143.938334865068,6,0,inf
1,ST,8.95942919379328,0.037457711813407554,18461.718004851584,4,0,0.11062848825398491
1,ST,12.71716360119347,0.0916360304102817,6176.0389356324895,6,0,inf
1,ST,10.602903607929042,0.05447376062674792,31050.30099233522,5,0,0.05392615921005202
1,ST,11.387959286928597,0.05601713658560938,26766.22929971921,5,0,0.12154185187682967
1,ST,9.180354559382135,0.03831261935086203,43429.82332602566,4,0,0.14429209427957157
1,ST,8.51413975946045,0.03783027014116335,20389.347263038984,4,0,0.07595997178417704
1,ST,7.755396065184105,0.032361512499128574,21985.600283769854,4,0,0.04680215171650916
1,ST,7.331864242757816,0.03134052121377431,13006.160882661847,4,0,0.058292402908035564
1,ST,8.166831075442627,0.03520213068024121,11495.102627324723,4,0,0.13531493266186065
1,ST,8.354030311560317,0.03615118437624737,20185.734298783296,4,0,0.07871102740389552
1,ST,11.335485746097266,0.057346374129816545,28981.258436388707,5,0,0.04709509319102945
1,ST,11.594015165549216,0.055419220891013574,24321.897051621334,5,0,0.1456990821550152
1,ST,11.294909053507437,0.05526713995235658,31712.41158006855,5,0,0.059688622557999095
1,ST,10.614311215848423,0.04726661999805151,16169.177582632885,4,0,0.06922946857863921
1,ST,7.672229173117324,0.032232563327297584,19358.414479271578,4,0,0.023891102199280007
1,ST,10.694401555638173,0.053294397514331966,30135.621235217695,5,0,0.04657416879902617
1,ST,7.858101627287635,0.03340421774584024,22622.44208762068,4,0,0.04977165047903812
1,ST,11.607073994226708,0.0563211172008597,27798.44066301621,5,0,0.04298944880237599
1,ST,7.27220692719798,0.03151893465970285,33765.82478348904,4,0,0.22707551305585072
1,ST,7.693215754272907,0.03155624021674816,17561.874529600278,4,0,0.04371025098364871
1,ST,12.822370617338589,0.09289226033378889,6310.1551259690095,6,0,0.11109626330354098
1,ST,7.2595264829223645,0.03107916178597834,29839.03702123671,4,0,0.009710408644994806
1,ST,10.836034069892401,0.05216021538649712,27307.558222326938,5,0,0.05687450412945851
1,ST,7.318650632228051,0.03183439268639686,31621.34774990335,4,0,0.015424628565669965
1,ST,10.81036961392236,0.05097307027710434,27791.167291239763,5,0,0.027943581231576083
1,ST,11.025460508381105,0.051628936358488225,27205.655944097358,5,0,0.057528901309684834
1,ST,10.445036538847877,0.04738171057933675,27625.579413383297,5,0,0.05328426906788766
1,ST,10.797751075130384,0.053728954149631365,30533.56656129654,5,0,0.049862337015736016
1,ST,10.05655556838805,0.04611735921710363,29817.552964258197,5,0,0.12274731107889647
1,ST,7.931756751154747,0.03255477127342024,19638.393030434014,4,0,0.06588452986041828
1,ST,10.818522150390084,0.051873450966419044,29158.953712927887,5,0,0.01720104981427036
1,ST,7.819558026165201,0.031873014833564785,16390.107853191334,4,0,0.04603483468018211
1,ST,7.533968746939335,0.031373100365234954,19300.159208938276,4,0,0.04591009818305644
1,ST,7.549120946931857,0.03180978638386117,21567.52085223653,4,0,0.02497663955047187
1,ST,7.181882767861455,0.029696026798380206,33102.68931250951,4,0,0.07611625505757477
1,ST,7.685987368172862,0.031346062655891745,12928.867363902069,4,0,0.0178191115708036
1,ST,10.424190147178239,0.04851961616351685,29204.31370102437,5,0,0.056914283864940275
1,ST,9.41029178657184,0.04939323292484027,31391.26198177879,5,0,0.11951409291178385
1,ST,8.479445725750628,0.03698692241296738,14936.672652602829,4,0,0.051549616541716636
1,ST,8.128021435310602,0.03707294648349757,31417.81837338897,4,0,0.01430085298511224
1,ST,7.239590069318281,0.03104058994728566,14658.295214113044,4,0,0.08222864912395335
1,ST,8.108155693134634,0.032209652180986516,17302.230688719414,4,0,0.03081043381840639
1,ST,11.023773211293216,0.05326785178294989,29864.176730930318,5,0,0.04769042676196289
1,ST,11.272005611142612,0.05405452731138012,28759.852553853856,5,0,0.05943993133367085
1,ST,10.024026931984046,0.0579698025112681,33180.93304237983,5,0,0.16648629403392287
1,ST,7.103571192551657,0.02969452092074032,31420.630644654084,4,0,0.06640285058320987
1,ST,8.475847784362731,0.036648283449050766,17223.90991167017,4,0,0.05207026136747987
1,ST,10.375409358627541,0.05027872957363543,31698.729326098262,5,0,0.0699628942422721
1,ST,7.3853018874232585,0.03247299327237422,31105.702838292076,4,0,0.035818366949889616
