rank,hover,alpha,size,ctrl,num_props,distance
1,ST,12.04493239427072,0.126342661032585,8455.184003371804,7,1.0225057402127475
1,ST,10.024918154286569,0.11887396824296212,2608.019874507957,6,0.8558315975052817
1,ST,8.497699626185918,0.0688092033930389,276.27789708055946,4,inf
1,ST,6.454023108288982,0.054603198877905705,7149.856202715627,4,inf
1,ST,12.173656292568698,0.26837512416306253,1215.9808317623163,7,inf
1,ST,7.178866867281191,0.06045550010423065,10330.728439188573,4,0.639772064948045
1,ST,9.567947640715227,0.0909512175659095,13013.62329293246,5,inf
1,ST,8.815722464235863,0.07579119442793861,12691.576148942451,5,0.4945218605836514
1,ST,12.081128019433159,0.2072210741088933,1014.1490111192464,7,0.7606922437302183
1,ST,7.844762040282209,0.06828976185363256,5570.115750393655,4,0.5598356088828946
1,ST,8.117925388433656,0.07026421277604418,2293.974852955021,4,0.25610618679064895
2,ST,7.9908927638614,0.07168261944633478,768.4485155817371,4,0.11655413582097032
2,ST,8.363588193012522,0.09103104733083711,5114.114827801175,5,0.244057084775959
2,ST,8.62532626049897,0.08731279392327622,661.6505966582395,4,0.06736157347604851
2,ST,8.650907610208517,0.09074926721926668,4556.591133606651,4,0.21326650583819567
2,ST,8.509149011719886,0.09592626467927945,5040.112568371298,6,0.13243247363636382
2,ST,9.367002975740084,0.11402324472217107,1141.2108266475977,6,0.4953361443436219
2,ST,5.454170616871106,0.06412170413128437,9730.649760268005,4,inf
2,ST,7.2781483609961,0.08991260811531941,9432.050263275289,5,0.3404487951598425
2,ST,8.05659158786838,0.10379169916119631,7842.328290298042,5,0.5022570210619022
2,ST,8.513538741162398,0.09029684327471403,4898.414441664456,6,0.047715159361231024
2,ST,9.891667043538595,0.13508522185548483,3382.3108544685224,6,0.3514426663137307
2,ST,5.7716342161753005,0.07241517376764886,1818.7475158384054,5,0.20980261023766672
2,ST,6.054073757124755,0.07506843269941083,3766.590527470791,4,0.19231753730616444
2,ST,12.042651720129932,0.1998800358001112,3057.1455431530185,7,inf
2,ST,10.402710930854276,0.13982907894911048,3227.644198511173,7,0.4913495324122862
2,ST,4.395290580015992,0.05728148032232244,3551.510816869773,5,inf
2,ST,11.382892214260108,0.17232761316242648,2135.829610429975,7,0.7007380117313475
2,ST,6.986774011440106,0.0781168498420131,4793.74240173567,4,0.14617330975496018
2,ST,7.867863897963575,0.08719360633527144,3745.2567966989564,4,0.1610722577934459
2,ST,6.327430134639566,0.06671278156353,488.1118460479456,4,inf
2,ST,6.575303910316694,0.07695790319608233,2421.118128290502,5,0.16420533179101582
2,ST,6.657379956486433,0.08095285959259467,6413.314693525178,4,0.4126381363716849
3,ST,9.069698999919245,0.1387610388626749,1848.7801879528633,5,0.15189302750099054
3,ST,9.36383338444208,0.16158218470950875,1004.9726896472395,6,0.09731711829170454
3,ST,6.726804315001546,0.0815962803483246,858.9386174656329,4,0.10967989556762948
3,ST,4.664431248217721,0.10740255384569214,5198.84104690118,5,inf
3,ST,7.393793234034565,0.09580557228496174,4458.02318264608,5,0.26805314294406224
3,ST,7.509370724707654,0.09136778081176633,303.47983787552283,4,inf
3,ST,8.522397526850066,0.09376423994880634,1892.6007602141442,6,0.08397262978719723
3,ST,7.706635477802031,0.21931811152579173,4198.036409446444,6,0.2915752946642093
3,ST,8.852356516331694,0.12846684168850045,613.9320548563413,6,0.2892690151248949
3,ST,6.765307854364604,0.16614431259302836,6491.609406636309,5,inf
3,ST,6.800833472485964,0.0864348540171839,2000.3837227410302,5,0.09175795738403099
3,ST,6.312713791353274,0.07822106191595013,1076.6957200962179,4,inf
3,ST,8.511876015052364,0.09926524503566861,2623.9383553226894,4,0.08349667857646544
3,ST,9.179868586186977,0.15472123690374973,3048.2958874989877,6,0.12721773810479167
3,ST,9.84473829054275,0.20342418570932821,2528.206268016859,7,0.17624849004340454
3,ST,11.175452478383635,0.3234497128698773,2138.9968799810076,8,inf
3,ST,9.756312671617662,0.2000994928326738,1941.3796136375558,7,0.16664752017970252
3,ST,10.062911201295753,0.17372011738073326,1213.78464104767,7,0.16082331577162498
3,ST,9.165486665999495,0.14864128652589312,2717.688263085424,6,0.10663700783042529
3,ST,10.368675985133079,0.18410447468563565,795.7861455800127,6,0.1808090542138729
3,ST,10.623094758402772,0.22482889579147924,1438.3769296268583,7,0.25046310464365124
3,ST,10.815328535040399,0.2669865499886485,1109.7741483157613,6,0.1129097157028145
3,ST,11.300976267155802,0.2741547493280227,1332.7677252552014,7,0.28671063996541196
3,ST,8.48504075404142,0.21286031181520615,3076.660205999335,7,0.19210710660065566
3,ST,10.291769922864077,0.2229523512183402,942.0096962233074,6,0.08114944090349419
3,ST,11.352053299850759,0.26651458049905924,924.7967213509426,8,inf
3,ST,10.516778541791414,0.2685161723243882,2799.5049362360446,7,0.12070001002842001
3,ST,7.966586377235604,0.1395681069717108,3331.4478547062313,7,0.3378989459552394
3,ST,9.373612801300004,0.16989519469591277,1522.5404422999954,5,0.1447860128459285
3,ST,6.948337765228639,0.08340898217436449,1507.1597208663793,4,0.12199692810446967
4,ST,9.089590937168666,0.1589918560573899,2196.8710836078335,5,0.09823803804483883
4,ST,5.03263712423459,0.13736621811540645,2427.4642823774984,5,0.1473210246868601
4,ST,7.582738778233348,0.11046850582131755,2148.163296938292,6,0.24931710529689266
4,ST,6.849705101084503,0.11773715888522762,2240.081838021733,6,0.15469673763394529
4,ST,4.99368371332832,0.12876858351352877,3760.8881093370037,5,inf
4,ST,5.35489548074156,0.12308468425658248,2270.645198533336,4,0.28733932435497933
4,ST,6.688935190233638,0.09656043352050281,634.5431677668821,5,0.2669221248951673
4,ST,7.883486889657646,0.11896869626858922,1549.8665071950168,6,0.14498168280796211
4,ST,9.3245917412914,0.22092214921593684,1250.776554403748,7,0.17838060917362997
4,ST,7.540872570075383,0.16795515622578466,3168.446352104091,5,0.40300303102564683
4,ST,9.637813652584743,0.2630074878018992,2190.061509599185,8,0.2847308234217691
4,ST,8.648993690300218,0.22397942420131173,2466.724179188687,6,0.369565210233714
4,ST,10.186876131143677,0.32252639327677773,2408.9952808019484,7,0.33501893553581324
4,ST,10.13291667987158,0.24437377508652647,647.4554460386327,7,0.2863406606988227
4,ST,11.278524559744298,0.39019876109892876,1120.3420366502105,8,inf
4,ST,9.556518315789237,0.21323448441170753,1182.2544759383266,7,0.19397204883475377
4,ST,10.50695566625689,0.3387610864888882,1200.8466628118997,7,0.41525177235977717
4,ST,9.501054901745501,0.2590450888111083,1592.1892673574073,6,0.1484284412305813
4,ST,9.015136348501116,0.15125852263221,108.07459558585205,6,inf
4,ST,9.948674461826652,0.21356855143628445,156.70581190096118,7,0.24821428697269168
4,ST,6.513283769441472,0.08645952414335185,1488.0880017358463,4,inf
