rank,hover,alpha,size,ctrl,num_props,quad_flag,distance
1,ST,4.74452810926202,0.02823491074028748,7421.014161339402,4,0,inf
1,ST,12.295920073383213,0.07482147304351948,12451.9079932779,6,0,0.34110549907299953
1,ST,6.351449666549198,0.02935503941434591,13760.579309912076,4,0,0.3288214470703845
1,ST,12.3854404865787,0.07679204689560944,8150.017512084742,6,0,0.2748400110664853
1,ST,12.714791183627522,0.08333401748130433,7988.6003634662475,6,0,0.28795850199845957
1,ST,13.275075458998062,0.09291361023533724,7143.938334865068,6,0,inf
1,ST,8.95942919379328,0.037457711813407554,18461.718004851584,4,0,0.15071857761851132
1,ST,12.71716360119347,0.0916360304102817,6176.0389356324895,6,0,inf
1,ST,10.602903607929042,0.05447376062674792,31050.30099233522,5,0,0.04501574804459647
1,ST,7.992016738855939,0.03510806831834329,16286.984422492786,4,0,0.0251886353643542
1,ST,11.634868967110183,0.06291813017807892,12933.61963362348,5,0,0.3658114883333155
1,ST,11.387959286928597,0.05601713658560938,26766.22929971921,5,0,0.12165904814086398
1,ST,9.180354559382135,0.03831261935086203,43429.82332602566,4,0,inf
1,ST,8.51413975946045,0.03783027014116335,20389.347263038984,4,0,0.12127728437203779
1,ST,7.755396065184105,0.032361512499128574,21985.600283769854,4,0,0.048109396822042544
1,ST,10.970555833000848,0.05449946676362592,27657.057582874848,5,0,0.010252974688649219
1,ST,11.057633018526564,0.055135397146892834,28077.916509035513,5,0,0.03931341193968872
1,ST,7.331864242757816,0.03134052121377431,13006.160882661847,4,0,0.031286292124195904
1,ST,8.166831075442627,0.03520213068024121,11495.102627324723,4,0,0.1541243701373679
1,ST,8.354030311560317,0.03615118437624737,20185.734298783296,4,0,0.09027662024081931
1,ST,11.335485746097266,0.057346374129816545,28981.258436388707,5,0,0.1345190463516125
1,ST,8.040487033694271,0.03555581561800659,30445.475268640366,4,0,0.03071566795638573
1,ST,11.594015165549216,0.055419220891013574,24321.897051621334,5,0,0.14851292840970293
1,ST,7.0738331232053495,0.030854668769772563,15592.457757790193,4,0,0.08592808132718807
1,ST,7.659505994065604,0.03367842717378086,33692.230492417504,4,0,0.054449225184801886
1,ST,11.003176544320404,0.05468935609475126,27914.79827088238,5,0,0.013748222622356195
1,ST,11.294909053507437,0.05526713995235658,31712.41158006855,5,0,0.06603288222518976
1,ST,10.614311215848423,0.04726661999805151,16169.177582632885,4,0,0.048917222434872724
1,ST,7.672229173117324,0.032232563327297584,19358.414479271578,4,0,0.02058351511540629
1,ST,10.968750800626271,0.05487959982362437,28054.008526576526,5,0,0.014247660708862292
1,ST,7.887853819703767,0.034780927947551096,36341.02088776985,4,0,0.27896277041798423
1,ST,10.694401555638173,0.053294397514331966,30135.621235217695,5,0,0.05906994773854243
1,ST,7.858101627287635,0.03340421774584024,22622.44208762068,4,0,0.08430871790024164
1,ST,11.607073994226708,0.0563211172008597,27798.44066301621,5,0,0.026749662717181343
1,ST,7.27220692719798,0.03151893465970285,33765.82478348904,4,0,0.07746025541924205
1,ST,7.357410805471166,0.032777354308359444,30334.94952135637,4,0,0.045142567057703975
1,ST,7.693215754272907,0.03155624021674816,17561.874529600278,4,0,0.06985421934348023
1,ST,12.822370617338589,0.09289226033378889,6310.1551259690095,6,0,0.11113559883670468
1,ST,7.2595264829223645,0.03107916178597834,29839.03702123671,4,0,0.03930418484859334
1,ST,6.894217114628763,0.03035146101336688,30827.980746477522,4,0,0.10185545714710594
1,ST,7.289617811546245,0.03365631750842859,32704.433403324816,4,0,0.06282806414813794
1,ST,6.94704107222281,0.030530001636712125,27979.467179646548,4,0,0.03257254929186215
1,ST,10.836034069892401,0.05216021538649712,27307.558222326938,5,0,0.04251160906154088
1,ST,8.083386158659026,0.03440186464060664,14648.994053961464,4,0,0.08102953631043038
1,ST,7.318650632228051,0.03183439268639686,31621.34774990335,4,0,0.02370292339322045
1,ST,10.897603128036955,0.054248764759830655,29059.17715445818,5,0,0.024213288302116186
1,ST,10.81036961392236,0.05097307027710434,27791.167291239763,5,0,0.016108891125060042
1,ST,11.025460508381105,0.051628936358488225,27205.655944097358,5,0,0.03469577283009677
1,ST,10.445036538847877,0.04738171057933675,27625.579413383297,5,0,0.12213462193831501
1,ST,10.797751075130384,0.053728954149631365,30533.56656129654,5,0,0.03298271420858889
1,ST,10.05655556838805,0.04611735921710363,29817.552964258197,5,0,0.26622795552038386
1,ST,7.931756751154747,0.03255477127342024,19638.393030434014,4,0,0.040847597596991886
1,ST,10.818522150390084,0.051873450966419044,29158.953712927887,5,0,0.03157967628373996
1,ST,7.819558026165201,0.031873014833564785,16390.107853191334,4,0,0.05241763231059758
1,ST,7.533968746939335,0.031373100365234954,19300.159208938276,4,0,0.049301770101687806
1,ST,7.549120946931857,0.03180978638386117,21567.52085223653,4,0,0.06186480432332463
1,ST,10.114742709974001,0.050858099061956666,28253.95615220463,5,0,0.12531446639357482
1,ST,11.056442191354709,0.05473661840934195,27733.021563320846,5,0,0.010312708261622205
1,ST,10.9241542626563,0.05388431309314366,27843.66341017477,5,0,0.01950053066775055
2,ST,6.822219818903191,0.030741745458681996,28521.410776600544,4,0,inf
2,ST,6.593416640574634,0.03413896932375851,33726.534838233376,4,0,inf
2,ST,8.142432451770373,0.03912526910965489,41742.644364830136,4,0,inf
2,ST,12.87170103214754,0.11678910621442197,4492.59370698442,6,0,inf
2,ST,11.817546856144661,0.08994126723859482,11876.61128905569,6,0,0.46830282813191976
2,ST,9.112800115497578,0.04723538531196189,31720.411025559846,4,0,0.3040529039046407
2,ST,11.992851871641564,0.07551710805772686,8250.322322378199,6,0,0.23374018467425514
2,ST,12.176220380305075,0.08068080381716916,7222.427474484532,6,0,0.2172990051110691
2,ST,9.893047276548902,0.05132934711178778,23278.994685552967,5,0,0.21714296129040012
2,ST,12.358464857761648,0.08939349837423828,6786.7038334955905,6,0,0.19611906036313617
2,ST,8.306052336930952,0.03939638798410599,39132.67195862866,4,0,0.19505986588523327
2,ST,7.408693287621328,0.03661274769744552,35643.034988572064,4,0,0.15836879667578785
2,ST,12.357210302472946,0.08642301699161688,7998.1200351626385,6,0,0.1578768465036259
2,ST,11.510906918645983,0.0679081454245495,14572.639408107376,5,0,0.1575806706389841
2,ST,8.879234975055123,0.03997815803566367,33906.78733110379,4,0,0.15360966404859033
2,ST,11.538264040432162,0.06443065900656762,13979.954840133156,5,0,0.14928988970136983
2,ST,11.437965727560297,0.060799888571790785,25365.128053404325,5,0,0.14165973334076093
2,ST,8.553147314300027,0.037823442465495266,9047.581400055753,4,0,0.1289150479428976
2,ST,7.932174270183284,0.03556667226141461,21933.568895909124,4,0,0.11717645187450307
2,ST,8.108234535315544,0.03750101958788832,19999.461936439704,4,0,0.11444721387096315
2,ST,8.813573323719067,0.03813999248919914,12896.10689087615,4,0,0.09893248714760058
2,ST,8.3240762373565,0.03755723971779019,18481.26365647684,4,0,0.09672504300081092
2,ST,11.36985090655567,0.06233815141867872,27206.168215051668,5,0,0.09316316745887622
2,ST,6.9702768648959,0.031566595059793215,32457.363870714675,4,0,0.08925329925204879
2,ST,10.414799640610171,0.051753867406197654,10008.54987191314,4,0,0.08769920044546248
2,ST,7.5917299131675,0.03634062828649723,34327.99932989455,4,0,0.08746600128659579
2,ST,8.189718871484759,0.03724364276384355,18002.080042915797,4,0,0.07369134346783913
2,ST,11.266885606832775,0.05822844867731352,28481.54596472327,5,0,0.0705945013051335
2,ST,9.928831056853081,0.04848145778328669,16866.316225452934,4,0,0.06567071664450873
2,ST,10.269288572044436,0.049867063572667625,13087.920511315706,4,0,0.06545235525413012
2,ST,7.5248901635277905,0.03242909230783186,15421.61762632788,4,0,0.06263601436960628
2,ST,11.120380656752532,0.05662469398059132,16621.885177263845,5,0,0.06237832535637966
2,ST,10.065524207697665,0.04958678550869736,22845.142506820608,5,0,0.06211053859012694
2,ST,7.070797132017865,0.03393851216049785,30196.071041112016,4,0,0.059759701383864376
2,ST,10.12516394394085,0.05154633753967724,17091.574373043964,5,0,0.05827422530059305
2,ST,10.609832660392907,0.05270039366398008,28074.563727774614,5,0,0.05656857577218448
2,ST,8.02864774205587,0.034625095644213066,14418.373396879793,4,0,0.054359266003539186
2,ST,7.406292850440538,0.03503434009056781,30827.579048572057,4,0,0.05429368696432066
2,ST,10.550010740166291,0.05530117394074789,30295.588276163613,5,0,0.054180633235736256
2,ST,10.662616140480953,0.05197550903311985,26609.168175363957,5,0,0.049562202037999985
2,ST,7.767907067254023,0.03787971745125246,34279.62745316194,4,0,0.04863194991221626
