rank,hover,alpha,size,ctrl,num_props,distance
1,ST,6.216634650244146,0.052628036015950674,4427.309559103516,5,inf
1,ST,6.902563830822675,0.06414003200509694,3668.7201626745446,4,0.30970179924538144
1,ST,9.42348750126368,0.185989700235788,5462.208144367621,6,1.2013536807795855
1,ST,10.247325978349808,0.14468247777499996,4148.3909216894535,7,0.34898279829384377
1,ST,9.08073255742158,0.1374613313336085,1294.8923476471634,5,0.5264941916877388
1,ST,9.65071758910422,0.09838051636808848,653.0943245001639,6,0.42558858492223717
1,ST,7.570129556713795,0.06857492739368957,3125.4972833323245,4,0.3653836363891652
1,ST,7.043722685097384,0.16825857823254875,4802.281115736968,6,0.31476765191971995
1,ST,7.43995350911119,0.1460161075285421,4787.841285502471,7,0.2191692399544654
1,ST,5.199615615058791,0.07867668096751282,9978.256560820917,5,inf
1,ST,11.032494420386826,0.3158027967866172,446.1128796992125,8,inf
1,ST,7.79642357535612,0.13019728649349988,1290.4927790304032,6,0.47480814643375213
2,ST,9.491861818466537,0.24791072176849208,1038.11783764713,6,1.153385804419897
2,ST,6.049609778073882,0.11530408821910665,1708.0042762460741,5,0.5504163977695031
2,ST,6.002501747435685,0.09035874393106594,3369.6693513773525,5,0.40346372994476226
2,ST,5.420248519173622,0.16577593194022572,4702.752752689063,5,inf
2,ST,6.7608281017192,0.14227438302175338,268.6683009835284,6,0.9451232841477564
2,ST,8.693669084419982,0.17904596014599133,4082.542174455176,6,1.0468306045794653
2,ST,6.050869765487335,0.08303933016104763,1512.1221759541982,4,inf
2,ST,9.572763743685279,0.47411459315264115,235.6973599336296,7,inf
2,ST,9.07230745818599,0.17291833990310296,3325.8248195190063,7,0.5981334543823464
3,ST,8.037030013044095,0.25359612913376917,1221.1096408757883,7,0.7920360402270659
3,ST,7.378614334857519,0.17606177307260018,976.8040176393906,7,inf
3,ST,8.970365198817566,0.31433013651701525,641.5966331497258,7,0.7663658804765843
3,ST,7.374084206553193,0.3922838745371526,1384.6759594578027,7,inf
3,ST,9.393070913137185,0.41695815369706435,568.5852616047348,6,inf
3,ST,5.575013187777976,0.2457367676012177,1164.1774019319125,5,inf
3,ST,8.839550392721181,0.28634057747365205,1098.4928060048248,8,0.5453218929206454
3,ST,8.72751214400817,0.2444124567008495,716.7903324849322,8,0.9101706674977244
4,ST,5.700102720329258,0.4417784818125785,1036.578306890909,5,inf
4,ST,7.422600432960245,0.3223005225056553,967.7652594518048,8,0.6912096222504998
4,ST,6.644546565109297,0.2610679730382984,830.1224688903918,7,0.5963753897426306
4,ST,7.369580327864999,0.3081962642939434,698.6261424569693,7,0.37343088183975837
4,ST,6.141201290675027,0.18445799920404551,812.0499210054184,5,0.46024033777269713
4,ST,8.26813421684685,0.42798160247768824,1020.2130267329921,8,0.7078872424065691
4,ST,9.01739852960952,0.4496330173359499,103.78374552783188,6,inf
4,ST,6.915931269605041,0.5230119833140798,1094.7441937163626,8,inf
4,ST,7.0968318222091735,0.17826329218858564,766.4381301504749,7,inf
4,ST,7.993540411758861,0.263237973147865,634.3273732159981,7,0.8908581003950088
4,ST,6.216892760720431,0.27337656495529616,984.375031290094,6,0.3350686894599085
5,ST,8.172295011959072,0.5307810035936171,216.63826478195008,7,inf
5,ST,7.070073188552752,0.6042534567807526,391.42546224581,6,0.8948815384748281
5,ST,7.14415073559553,0.3681848617504577,314.493225413032,7,0.548228699157144
5,ST,6.142039253224392,0.2525322535269439,727.4056890487642,6,inf
5,ST,7.2341199415028345,0.5575354748211698,252.5757949807164,8,0.20497333271611304
5,ST,7.3339283880356,1.173019906488225,261.33071789976026,8,inf
5,ST,6.275134184037531,0.2794395904854459,260.61839857424354,6,0.5264354712815702
5,ST,5.92733867043609,0.22363388464683664,508.2858657034248,6,inf
5,ST,7.87653676759899,0.742044410414102,234.00223595541783,7,0.824339554885153
5,ST,7.797104971139384,0.2743008911054787,109.12644472354943,7,inf
6,ST,7.083311360166208,0.378950375094719,285.34369365160444,6,1.2718064106649236
6,ST,7.199484971653502,0.5355374698882627,190.7067063847311,7,1.1528367597229847
6,ST,6.057036693798372,0.2822337742332838,630.0617035361316,8,inf
6,ST,7.76721633518985,0.5345861684995585,180.4441153157691,7,0.40663810181974386
