rank,hover,alpha,size,ctrl,num_props,quad_flag
1,ST,10.805584292308621,0.1816724789252699,2219.702658793323,7,1
10,ST,7.1097560201878665,0.7834320709794279,178.21997871483848,6,0
11,ST,4.816942410944987,0.4365050156165588,510.017715928171,8,0
11,ST,6.0242362849249,0.634211904377658,551.1646572798331,6,0
33,SP,7.933020548093224,0.08890061640154813,0.0,6,0
56,N,0.0,0.25185514764119227,0.0,4,0
38,SP,8.042083771394843,0.41336260904659156,0.0,7,0
10,ST,4.360240081509872,0.7660545869027126,769.2089911770512,8,0
10,ST,6.556485316122711,0.47238900172717146,430.1588782266618,6,0
32,SP,5.494489684416639,0.05006282792147306,0.0,4,0
23,ST,2.3837930816174544,7.101647102155363,3.6892072413774293,8,0
22,ST,2.5807093834170156,10.549895390629276,7.762337430827407,7,0
48,SP,4.01668482144652,0.6039277279992894,0.0,4,0
15,ST,4.133988673435553,0.8160352769285085,70.71348287167858,4,0
44,SP,5.563652162302729,0.6005943708973353,0.0,6,0
38,SP,6.07016664027803,0.2364604703991184,0.0,4,0
23,ST,2.4035652303503183,11.593296362235831,2.691771407384799,7,0
5,ST,6.745658196299298,0.3193023571139683,2280.2025478335195,8,0
56,N,0.0,0.6141130612746384,0.0,6,0
32,SP,10.318645240808301,0.10604161859832197,0.0,4,0
30,SP,10.851253740843058,0.08773040234902107,0.0,5,0
18,ST,3.7148169370202115,3.582940435020955,28.195756874059597,8,0
31,SP,9.03663502718231,0.08773912094733644,0.0,4,0
9,ST,4.29206543436774,0.1720769713629521,876.8525461570264,6,0
11,ST,7.475723413708487,1.8331561211906031,41.30749899212722,6,0
17,ST,4.894548349043173,3.061318164227918,15.480049740411177,8,0
7,ST,7.847451760599771,0.47698012364797626,151.7948694344968,7,0
9,ST,7.173724720187184,0.7738800527814894,419.61903925675887,8,0
8,ST,6.338344395559763,0.4102748037121572,862.1266188603119,8,0
15,ST,3.4021053241006363,1.3308275267476675,99.70373522265608,6,0
20,ST,3.7618348486066036,4.3928331852513685,10.550306844172372,7,0
14,ST,5.7729319020212495,1.3501061918209836,130.1677858842013,8,0
11,ST,6.946030205214603,1.1653856304716566,161.36340201662642,8,0
5,ST,6.623524860330964,0.1852964498840591,1930.5180644667878,6,0
5,ST,9.0236507938938,0.31130964336385325,492.9780675629916,6,0
37,SP,5.979347694895488,0.11613099218974038,0.0,5,0
11,ST,6.864449296227916,0.9477080838665372,51.91483791936619,7,0
40,SP,6.6303002655708765,0.402021474467418,0.0,6,0
6,ST,8.60967995463757,0.45380706084571515,386.497043548656,8,0
9,ST,6.1675998030656185,0.292455445992652,152.69984048995238,5,0
5,ST,7.767985953554386,0.20400152079195985,1934.116280081748,6,0
36,SP,6.1004067036202105,0.09265491605262312,0.0,4,0
4,ST,8.889055551949976,0.262696040664271,824.0307084024494,6,0
17,ST,3.910274065181849,1.6567043102024996,45.39888105281527,8,0
5,ST,8.6425650000398,0.359014416201787,2138.4987501605647,7,0
39,SP,7.265315575834497,0.29901881774389266,0.0,6,0
56,N,0.0,0.23996416901791304,0.0,5,0
20,ST,3.9477686520245063,8.155614415382692,8.361290018006688,8,0
33,SP,10.134537482236812,0.12301364060182238,0.0,4,0
50,SP,3.21737271859882,2.1740642706171767,0.0,5,0
33,SP,6.02028726493947,0.06534449699145253,0.0,5,0
44,SP,4.020582200268958,0.2943043302363915,0.0,6,0
4,ST,5.317433736029034,0.12149946636725999,4518.225181609103,6,0
34,SP,6.52845178435653,0.08377441057612534,0.0,4,0
34,SP,7.793062511231381,0.10457465427306827,0.0,5,0
36,SP,7.995367963890461,0.21683497143246439,0.0,6,0
10,ST,5.450591325351691,0.27013328333776065,16.100703144719965,4,0
43,SP,5.568957379907096,0.3854232412947551,0.0,4,0
2,ST,10.990928853303814,0.24602093445162235,1011.3085704611686,6,0
6,ST,5.418739187070322,0.09791125230962909,692.4244234053405,4,0
1,ST,8.229579660676595,0.05841409187420668,13530.69593749601,4,0
6,ST,5.175836168235944,0.13831964666630048,2209.526335736421,6,0
16,ST,4.538918113209364,1.0338233650418864,54.47372313178375,6,0
56,N,0.0,0.5990057507175157,0.0,5,0
9,ST,6.8833438555853155,0.25967331746999034,122.25039384599008,5,0
5,ST,5.814003047319745,0.13711179138654783,2505.114929938945,5,0
4,ST,6.486983787706542,0.12602508999775788,6398.3955356016195,5,0
33,SP,7.158873124298248,0.08695389464442596,0.0,5,0
32,SP,5.704355162340242,0.053028924755335514,0.0,4,0
6,ST,5.254939133612934,0.15577301269303467,2973.4545027985137,5,0
56,N,0.0,0.18118735741448128,0.0,6,0
11,ST,4.945496646651088,0.33353334260690365,174.18488483674182,8,0
4,ST,7.375582643881455,0.14099549107981169,1610.584926585335,6,0
42,SP,4.928046074654677,0.28109378820739295,0.0,5,0
56,N,0.0,0.2743109322590488,0.0,4,0
49,SP,4.524999163936585,2.310023946298018,0.0,6,0
56,N,0.0,2.1673002264558585,0.0,4,0
31,SP,9.5039629688546,0.09643643882224112,0.0,6,0
9,ST,7.989256611981372,1.7436146309310785,24.178158095537565,8,0
11,ST,5.85660316176233,0.49773409698982507,272.5339926760648,7,0
47,SP,4.842100483267761,1.1480317669889404,0.0,7,0
14,ST,4.404778933884466,1.1086851633572354,157.49535519426465,7,0
34,SP,9.797822503864513,0.20191979485649314,0.0,6,0
37,SP,5.2368960944914695,0.0934934232980132,0.0,4,0
41,SP,5.159159506554116,0.268090831455018,0.0,6,0
56,N,0.0,0.17540188293097522,0.0,4,0
8,ST,5.705043394950074,0.6105707214257182,863.4495483727515,7,0
4,ST,7.529196972847973,0.13192048633447714,784.8243977991093,5,0
33,SP,9.037897777215925,0.10292201530679877,0.0,5,0
41,SP,7.309986594443396,1.3241444239669553,0.0,7,0
1,ST,8.121782916423824,0.03841373275689669,12070.124082108488,4,0
7,ST,8.024731671211116,0.7697414027013589,337.7134392299813,7,0
35,SP,6.206704630412719,0.08383174967135669,0.0,4,0
13,ST,3.2568312036337925,1.1855467164145985,392.06709158428805,7,0
56,N,0.0,0.18244779741049857,0.0,6,0
37,SP,7.782150070722448,0.26942679530565955,0.0,7,0
1,ST,10.521927055390604,0.11177108352006984,3379.391552574943,6,0
48,SP,4.359828701336023,1.2325900248933803,0.0,5,0
6,ST,7.826344673436389,0.3771440413615613,438.80409018217216,8,0
33,SP,6.314991313411627,0.0766770814869944,0.0,4,0
6,ST,7.379734444326305,0.26552486314191914,1039.233720449405,6,0
34,SP,9.355697353912694,0.1548460880299624,0.0,6,0
56,N,0.0,0.1228916274683084,0.0,4,0
56,N,0.0,1.0886933218464871,0.0,6,0
33,SP,6.646106156705141,0.08287492168527358,0.0,5,0
56,N,0.0,0.08933852548607034,0.0,5,0
9,ST,5.421763314281279,0.3301617434487481,762.02682910791,7,0
37,SP,7.900181706784327,0.2832460377763152,0.0,5,0
3,ST,5.536240842317541,0.05936433338590354,7415.600705471894,4,0
19,ST,4.723048179710242,7.420031293603323,2.9817432630138248,8,0
3,ST,4.931747914547352,0.1341229781936449,9524.694684459233,6,0
2,ST,7.985681973759119,0.07143380586487462,12016.453013001485,5,0
56,N,0.0,0.041696703071497226,0.0,4,0
56,N,0.0,0.42912217866095037,0.0,5,0
15,ST,4.659599854717847,0.918224573610851,69.89105165743487,7,0
24,ST,1.3945105144052052,13.718267711741213,2.3981852349274764,8,0
56,N,0.0,0.11489313938936405,0.0,6,0
8,ST,6.442017303881218,0.3034499222604339,369.8499524775494,6,0
4,ST,9.76956735503113,0.37540554509893104,380.4390552480646,6,0
50,SP,2.931628799038844,0.8497656130925939,0.0,6,0
15,ST,5.675565505438496,1.9522110423846293,65.92751051536,8,0
5,ST,7.822348262369632,0.33003058638100496,994.5300109976052,8,0
40,SP,6.203243953915672,0.37139756920514,0.0,5,0
42,SP,6.498345505133111,0.6025655206072783,0.0,5,0
46,SP,4.709781117668964,0.536449697130874,0.0,5,0
48,SP,4.8807750994666455,1.5956105689536988,0.0,5,0
42,SP,6.834872050945993,1.5861296382481112,0.0,6,0
1,ST,8.938672797285388,0.08580129988979307,3209.4911772976343,5,0
56,N,0.0,0.18311791846120032,0.0,6,0
10,ST,7.4389576582960855,1.2425464043451442,156.3819938714787,8,0
8,ST,7.62796848124075,0.6892777365846895,326.39635625438,7,0
50,SP,3.478880937081429,4.574983842068397,0.0,5,0
4,ST,6.008081130108013,0.09125678107165182,1561.4709367979522,5,0
39,SP,6.036850780939491,0.25343274952650624,0.0,4,0
34,SP,6.0126264079283676,0.07008637586405134,0.0,4,0
49,SP,3.6320782343519316,1.1816563638812512,0.0,5,0
9,ST,4.842705195264154,0.36168326386077165,894.6081450664235,5,0
6,ST,7.846751625969834,0.5472379200481645,919.2954249782778,7,0
25,ST,2.165736539592275,30.0335412831357,0.5593965198355094,7,0
6,ST,7.812876105969757,0.3495771954924051,208.05044140470193,8,0
4,ST,5.422584811586766,0.06200229211902818,3803.5816639709114,4,0
22,ST,3.2367964552902255,8.58054605385609,4.991766591492935,8,0
32,SP,8.584747822957295,0.08850761859356951,0.0,4,0
6,ST,5.462146126807698,0.16641437575299273,2866.2712099506866,5,0
45,SP,5.81104398929971,0.9624356425918736,0.0,6,0
6,ST,5.87335326849365,0.1343110121452249,572.6378581773015,5,0
43,SP,6.2163832572000235,0.7461374030108674,0.0,5,0
31,SP,6.378196622558968,0.046946408892528005,0.0,4,0
56,N,0.0,0.18516551703094367,0.0,4,0
56,N,0.0,0.07192388577926742,0.0,4,0
8,ST,7.5012222420047765,0.48461385766141135,256.08169566857015,7,0
7,ST,5.939056316577696,0.33405234489028135,1185.7909449699332,7,0
32,SP,6.841207392288286,0.07473662172157611,0.0,4,0
18,ST,4.8590441190524185,5.302319211101892,6.212935943017687,8,0
17,ST,3.0405346465073455,1.1782414672963377,23.360234585042544,5,0
18,ST,4.833946793265534,4.198106023180037,11.530369833554905,8,0
56,N,0.0,1.540724725840277,0.0,5,0
6,ST,8.860745305614339,0.8112060044558149,239.52059837987372,8,0
45,SP,3.2973262073540783,0.42322482079173335,0.0,4,0
4,ST,6.661628799824901,0.0954542868625062,2940.020545358433,4,0
48,SP,5.614791951392903,2.1750891915659243,0.0,7,0
56,N,0.0,0.21812913034538167,0.0,6,0
15,ST,5.430524729690429,1.2814425409122243,85.70383675613333,7,0
23,ST,2.3056321236422987,7.551186913215119,6.051990370308981,7,0
35,SP,9.898721010748526,0.3593035804449076,0.0,7,0
46,SP,5.740854692084864,1.0563562532624375,0.0,6,0
6,ST,9.075330885469564,1.2001306034076968,126.07386649656735,8,0
37,SP,7.895306163129627,0.27171685940747,0.0,6,0
21,ST,3.5553107760121847,7.417971927705827,2.51823906779028,6,0
9,ST,5.397322952859334,0.24577225038993758,518.5412622865731,6,0
8,ST,7.283351103704812,0.5459324577302099,612.5600291729212,8,0
18,ST,4.1386501254868255,3.5280410570737692,15.103092486295019,6,0
48,SP,4.471754774169649,1.3557988871001716,0.0,4,0
9,ST,5.2557332474304275,0.16091624875385357,797.4391436990646,5,0
44,SP,5.379005419367748,0.43021410304943014,0.0,5,0
56,N,0.0,0.047117197151331336,0.0,4,0
13,ST,6.136688129209184,1.1626973360971558,104.34307777003866,7,0
4,ST,9.029146205619567,0.2697437038539443,212.72545732735054,7,0
11,ST,6.3673140244002315,0.6761477272544496,497.4421189150416,7,0
3,ST,10.6872906702282,0.566535045878835,770.3787993746352,8,0
19,ST,4.046008645967749,3.732250565094549,21.355818256275125,6,0
56,N,0.0,0.12377730216451024,0.0,5,0
13,ST,5.695758206323605,0.9933431111678123,139.7276473207112,7,0
31,SP,7.951444146983192,0.08736359329145721,0.0,5,0
16,ST,3.786342091381246,0.9812613537899987,59.04845809122226,6,0
37,SP,8.406667202913356,0.4082705209180181,0.0,7,0
56,N,0.0,0.16359972460064207,0.0,4,0
36,SP,8.44488939822417,0.24312124257178352,0.0,5,0
14,ST,5.477938590127322,1.17015847671567,140.26822899620996,7,0
56,N,0.0,0.09326641059165428,0.0,4,0
47,SP,5.514547992966143,1.1808533997057356,0.0,6,0
16,ST,4.654372987771568,1.7393942865475387,104.17709561903685,7,0
8,ST,4.816642867766572,0.3152187496921152,1173.7480543933125,5,0
12,ST,6.237220146495488,0.7460882651740499,370.6356645746042,8,0
50,SP,2.9648759975753167,1.0061917558764804,0.0,8,0
20,ST,3.5097749795868225,3.245418503402033,15.424904435218153,8,0
19,ST,4.210578000006267,4.484831479057821,17.115080097800533,8,0
10,ST,6.137768491411752,0.5238253851089045,572.3603435055974,8,0
1,ST,11.961071670935508,0.14982360544077392,739.2552965666448,7,0
56,N,0.0,0.14665215067471088,0.0,5,0
4,ST,8.058174155379923,0.23512896305160574,1230.1688572956818,7,0
5,ST,7.863619890473596,0.19067056092486018,545.440810130975,6,0
42,SP,6.347663781902864,0.5229576283981654,0.0,7,0
35,SP,7.081239303300009,0.1217149895579864,0.0,6,0
43,SP,6.35729766087254,4.317022818491265,0.0,8,0
49,SP,3.685843311719915,1.5233184187237527,0.0,7,0
3,ST,8.598017591642213,0.2142816547129557,1980.2158018893033,7,0
11,ST,4.726036636495415,0.20199539833450278,313.4577883866268,4,0
44,SP,5.426468124028428,0.4471845777426216,0.0,4,0
9,ST,6.5820795893303625,0.3736486818172059,143.32838276007774,6,0
11,ST,3.514655796132433,0.7203356046165991,617.0705415817871,6,0
39,SP,7.225834392893008,0.2918999310664776,0.0,5,0
21,ST,3.810321859124336,8.928105414806797,5.5916669128446435,8,0
39,SP,4.899327331074801,0.15992281789419793,0.0,4,0
56,N,0.0,0.0611364373670562,0.0,4,0
38,SP,7.600221674632159,0.30983135114425087,0.0,6,0
40,SP,6.806698613501866,0.4965246847452719,0.0,5,0
18,ST,2.2799059159854806,1.896111213966607,45.076888825964176,6,0
29,SP,11.115152908572986,0.0396488110051186,0.0,4,0
49,SP,3.072548038585671,0.6810151020132993,0.0,5,0
8,ST,7.425614458709303,0.3608762646742423,274.74929551995905,6,0
12,ST,4.442985046811107,0.44159042566841694,475.2705758887421,8,0
36,SP,6.406937498587838,0.14230131798798806,0.0,4,0
56,N,0.0,0.4825670241526608,0.0,8,0
56,N,0.0,0.3582713244927323,0.0,5,0
54,SP,1.765621865931237,23.072933615926637,0.0,8,0
56,N,0.0,0.32237805874667214,0.0,6,0
13,ST,3.635695954883489,0.28805257517936567,367.32545268956767,7,0
41,SP,4.480592636722139,0.19958845939234698,0.0,5,0
7,ST,7.5881564044572585,0.4209121515132951,676.3356043692087,6,0
32,SP,9.604160093325966,0.10254485438149744,0.0,5,0
9,ST,5.496192315162748,0.3734333368794646,211.51903897364383,5,0
8,ST,4.356909299324611,0.2417397316632346,1176.5155453870207,5,0
3,ST,8.056657947914294,0.08075864586326682,2957.910391310688,4,0
36,SP,5.992074036309319,0.08828824660319691,0.0,5,0
26,ST,1.7781213312260276,31.079166340739476,0.6409152800501515,7,0
56,N,0.0,0.10986317025505804,0.0,4,0
56,N,0.0,0.05097669413902858,0.0,4,0
40,SP,5.247353522640013,0.23455982045755358,0.0,6,0
2,ST,11.920512163379836,0.3413062030849943,1171.9687438125477,8,0
14,ST,5.051955390164614,1.3637345045044902,299.6194333162124,8,0
7,ST,5.259756277224122,0.21207647434205124,1519.640520621433,7,0
41,SP,5.93470286237211,0.2773251696427921,0.0,5,0
5,ST,5.969301353570946,0.11708984523632973,2173.634610812762,5,0
35,SP,4.629294683881812,0.07607165665204116,0.0,4,0
40,SP,7.960318888017913,1.391772856376206,0.0,7,0
30,SP,9.276326671612615,0.0690189470785119,0.0,4,0
5,ST,6.4023175450223,0.13484237474341015,1215.249584060977,5,0
6,ST,6.666323767053597,0.28997967267475405,1293.8575719104233,7,0
11,ST,7.172803988492815,1.5593222208657715,47.9114984865583,7,0
35,SP,8.847760748528074,0.13467943556570097,0.0,5,0
19,ST,4.24206294721247,3.704082604475108,5.159108479459395,7,0
4,ST,9.855878133218553,0.5304437388120585,604.2709682053192,8,0
3,ST,8.794895447396522,0.2826255878601906,1905.9032167856378,7,0
11,ST,5.903449365999702,0.5234665117390326,89.1665299386655,7,0
56,N,0.0,0.09183232883219594,0.0,4,0
15,ST,2.8682405058104474,1.2080939662327739,126.89505769134243,8,0
53,SP,2.285135373496374,20.997483368351993,0.0,8,0
10,ST,3.9139592722769416,0.3542961076667407,856.156129761454,7,0
41,SP,5.009325337550235,0.22101605579992145,0.0,4,0
10,ST,6.435086578833739,0.535107679758172,534.7023087124226,8,0
37,SP,8.562584567595062,0.8211320082337993,0.0,7,0
19,ST,3.583202150394267,3.2119633655960476,21.357548122558484,8,0
34,SP,6.914209305244071,0.10012867965948616,0.0,4,0
18,ST,4.36817002426131,2.3907063580575536,8.090692951459502,7,0
2,ST,8.176497339253071,0.06009439756235491,7544.881108380734,4,0
9,ST,6.2023144683249765,0.2573222793493969,56.053538346902286,4,0
37,SP,8.348513318964198,0.37690047754565337,0.0,8,0
56,N,0.0,0.08357527006628769,0.0,5,0
30,SP,10.784125450823742,0.06964343505423123,0.0,5,0
1,ST,8.733111089584016,0.07981846556781126,5130.10976872839,6,0
15,ST,4.553204739608012,0.8307819567434058,34.17063114490317,6,0
2,ST,9.219565731220714,0.15075095707309474,897.3008352600666,5,0
11,ST,6.824504643527854,0.7862778364062812,63.04997619971303,8,0
7,ST,5.655100793724397,0.11784378698044815,1481.6410505239867,5,0
3,ST,8.697018933373213,0.28300286437338884,2871.991778686223,7,0
56,N,0.0,0.6861947923998014,0.0,5,0
56,N,0.0,0.082887703650084,0.0,4,0
8,ST,6.527389915221165,0.2804413305047977,230.93036503366596,7,0
56,N,0.0,0.09013595890112495,0.0,5,0
39,SP,5.413717546025192,0.1673238379596597,0.0,5,0
31,SP,10.339554836456895,0.09747605611275283,0.0,6,0
4,ST,7.486135342986257,0.1009919687866143,1130.0525147772016,4,0
56,N,0.0,0.35948668343935625,0.0,6,0
56,N,0.0,0.03784869436548808,0.0,4,0
8,ST,5.455333024271837,0.46775103433597764,912.8393806726754,6,0
14,ST,6.035209731249274,1.280333309263226,77.49801395142912,6,0
21,ST,2.7402506750079483,4.765980022736284,6.801398827222362,7,0
1,ST,14.344535184795737,0.15258408529774162,1196.82480464502,8,0
4,ST,7.790288578594121,0.16236496831647082,2749.2528729805204,6,0
4,ST,6.989020386966154,0.08193416720555043,139.5489852574515,5,0
56,N,0.0,0.15194652866510827,0.0,4,0
56,N,0.0,2.595298633255613,0.0,4,0
11,ST,5.764881958836994,0.555672510510023,276.1430714799605,8,0
2,ST,8.708819473625924,0.2044265741673303,2573.63099507923,6,0
33,SP,9.354215919350734,0.10487542627020022,0.0,4,0
39,SP,8.280552945953813,0.72873528330759,0.0,6,0
9,ST,4.383405957537026,0.25208329178995276,826.7455166097916,7,0
46,SP,4.899911632512806,0.6285010073030916,0.0,4,0
23,ST,2.5141410971554414,15.752257186422195,3.099633300811866,8,0
10,ST,7.561208730364093,1.3649264100033216,157.4498303708191,8,0
8,ST,6.995971203894288,0.21961304917102542,158.78619057266255,6,0
6,ST,5.774547783448213,0.11056888256567984,1531.1144915888824,4,0
10,ST,5.0495068684302025,0.1748008874731508,719.5830502143541,4,0
51,SP,3.2677282091981388,20.54308071039726,0.0,8,0
14,ST,3.8126987956754133,0.5222057566909933,62.39117378688104,5,0
5,ST,7.4401672715762714,0.17360505007159308,882.0300614155592,6,0
48,SP,3.8284833943163896,0.6035837851950921,0.0,7,0
3,ST,9.658268373429204,0.21782647107884656,1021.2047055572241,7,0
2,ST,9.886162308025927,0.19636164008051957,1786.0977254200932,6,0
50,SP,3.4423173878706064,3.8207791281802037,0.0,7,0
30,SP,7.14976719737773,0.04591006892326765,0.0,4,0
16,ST,3.6136892539666343,2.8830602270288854,137.41601214996064,7,0
56,N,0.0,0.11571744414893453,0.0,6,0
55,SP,1.2172352549563736,308.57448966312893,0.0,8,0
56,N,0.0,0.594204052302631,0.0,7,0
30,SP,8.810573386292816,0.06436199264916956,0.0,4,0
1,ST,9.615663399568366,0.11020744571640223,442.10671316144067,5,0
42,SP,5.853910022222681,0.31434665967595743,0.0,6,0
32,SP,6.066381530941951,0.06477591823077347,0.0,4,0
13,ST,5.911895180362672,1.0739172819379983,334.0643180039214,8,0
11,ST,6.796702083366003,0.9274330046225571,79.78989163191838,8,0
56,N,0.0,0.6779557871075076,0.0,6,0
3,ST,6.613549132760883,0.0983105282096013,6778.447286383742,6,0
7,ST,7.51209019407807,0.21451639654574864,495.52480233712123,5,0
56,N,0.0,0.6253350651765168,0.0,5,0
56,N,0.0,0.09507433610806554,0.0,5,0
13,ST,4.193187146193011,0.48097867543222594,78.96772909030544,5,0
13,ST,6.367434739685571,1.4224778895891612,16.292387974789545,7,0
4,ST,8.86348707791911,0.27967747116345,993.5170485331802,8,0
22,ST,3.450452033732779,11.71222596497682,3.588905150342058,8,0
16,ST,5.509824811380195,3.788984254201595,35.26223614406808,8,0
