rank,hover,alpha,size,ctrl,num_props,quad_flag,distance
1,ST,14.344535184795737,0.15258408529774162,1196.82480464502,8,0,inf
1,ST,13.436869815694497,0.06946051355584139,14025.067849622457,6,0,1.02828295637634
1,ST,11.74451826843799,0.028178504078413515,107504.28403391017,4,0,0.3898379270919295
1,ST,11.706509263067568,0.027647531665448907,111835.96593775915,4,0,0.025928489023200267
1,ST,11.711206853763661,0.027767099726429857,117863.34728919744,4,0,0.004520508572260688
1,ST,11.725635757276004,0.028180925997930324,116079.20938743842,4,0,0.018500479912029615
1,ST,11.68268728393246,0.027422138402245035,117649.66281236931,4,0,0.005617451942144452
1,ST,11.752943146465745,0.02840459431275192,110483.38623415401,4,0,0.1645372454730002
1,ST,11.69079685782793,0.027443654218065175,121572.16644874372,4,0,0.009764018572252012
1,ST,11.97066881944359,0.03969786715080538,53031.25875174906,5,0,0.01731988007787245
1,ST,11.720184577165101,0.028126084988606633,117386.41094050831,4,0,0.012509170016526216
1,ST,11.960406579940573,0.04029476600161231,53591.08873065052,5,0,0.0654612609226412
1,ST,9.729281470710475,0.025629488217826072,123234.58525623045,4,0,inf
1,ST,11.312835181761924,0.026780816271999366,135056.42207581352,4,0,0.02426840860787028
1,ST,11.721685943563134,0.028154535239548636,114256.54800840201,4,0,0.0029685770928201786
1,ST,12.862397174403084,0.04527648214860455,40821.05211965734,5,0,0.23203754898998485
1,ST,11.169693583909657,0.026847084377021213,137506.0045518914,4,0,0.011911861396156645
1,ST,12.76491949849032,0.04435862350070199,44756.118168643654,5,0,0.027648906701710704
1,ST,11.277950811276435,0.026504599566617763,133464.49926476472,4,0,0.007243475855153036
1,ST,12.279076044936101,0.04163422881875835,52459.66142861381,5,0,0.02229211063325641
1,ST,11.713923035160299,0.02796341685886937,114289.72126076826,4,0,0.009496007784526675
1,ST,11.729500406974692,0.028177521738090343,114930.35216261692,4,0,0.009934402345381016
1,ST,11.089303799993665,0.026649352459496775,140663.34282628092,4,0,0.016810780016823547
1,ST,11.469766791354262,0.026989655621662563,131256.91035720325,4,0,0.011686845455582455
1,ST,11.450615266223735,0.02630824694031056,132996.57497219287,4,0,0.012624678764312142
1,ST,12.062963251526034,0.03963225345634249,51151.84510595963,5,0,0.1006030527574391
1,ST,11.65265281168314,0.027253599070942946,120141.34710224697,4,0,0.02921653839409215
1,ST,11.212749959933303,0.026848454100532645,137241.55472804798,4,0,0.014686381952436088
1,ST,10.982000627569082,0.025986482208795285,142053.89957823756,4,0,inf
1,ST,12.740073563989045,0.043085801510949484,42920.339509756705,5,0,0.041355355591971864
1,ST,13.15853872799665,0.05762763638287032,19399.11111405547,6,0,0.40867494549521355
1,ST,12.14145744981357,0.04008199342390305,51865.24896626245,5,0,0.009427905591850161
1,ST,12.069332140384512,0.03996466286076036,52680.87029819007,5,0,0.014125146465006577
1,ST,11.63394186511279,0.027338521373569277,122234.897566757,4,0,0.01814762905680875
1,ST,11.694184544330362,0.02753480916440095,121299.61820043757,4,0,0.0065432940942484
1,ST,11.478556013568184,0.026610689094646797,127506.87534439276,4,0,0.006436052188725757
1,ST,11.681095356840963,0.027619942779995327,124442.24254080522,4,0,0.008412038543405574
1,ST,11.705264335644504,0.02750330062319728,117394.34821835106,4,0,0.004877721669563149
1,ST,12.024862720957932,0.03972100009441816,51864.456453795836,5,0,0.022441679750433347
1,ST,11.743620508817484,0.028169098182998904,113816.5348776129,4,0,0.019401395486247773
1,ST,11.665841588203458,0.02741983081469008,120934.49308815938,4,0,0.0146386739158751
1,ST,10.33597786238643,0.02574387593874173,141504.3906335259,4,0,0.18763451428905523
1,ST,12.178716048476161,0.03970508142327922,51482.120551323744,5,0,0.012782229213028313
1,ST,12.292268449725766,0.041204661442082145,52026.204985242985,5,0,0.019880768844446423
1,ST,11.628265798171794,0.02712150081035889,124054.94533335445,4,0,0.010899535806946099
1,ST,11.520790206027206,0.02641443320157036,123474.86268767605,4,0,0.014537984293192963
1,ST,12.807514171606408,0.043434162196195024,43597.550217710705,5,0,0.0295542050720407
1,ST,11.39828137437218,0.026913206088911498,134085.55391310417,4,0,0.00863381652539923
1,ST,12.1095823445701,0.04015647432318712,53462.02891324491,5,0,0.01998267486560082
1,ST,12.407630940184939,0.041048547357440915,51585.563527962644,5,0,0.022082166795247833
1,ST,11.606848466376595,0.026823065529806164,126294.12403686375,4,0,0.008459820516210574
1,ST,11.25474593717652,0.02669925367531429,133859.81998572501,4,0,0.014191628645234405
1,ST,12.822442334333143,0.04557724797529464,44252.77282441525,5,0,0.11550003328011704
1,ST,11.403360875262782,0.026913600357884874,137027.77254667156,4,0,0.019306180392940367
1,ST,11.257089275705393,0.026842553649188184,135609.5556098635,4,0,0.007020570275781961
1,ST,12.140033404913403,0.040356056025210765,51866.2994603167,5,0,0.008881327400706894
1,ST,12.6998396758297,0.04063510364379728,50004.30363582845,5,0,0.037504064841356016
1,ST,12.18540705572199,0.040643116080905414,55818.50517625611,5,0,0.3905616042792086
1,ST,12.342409895316056,0.04001420505400419,51806.14589538043,5,0,0.02789090838698227
1,ST,11.016382659986805,0.026165663326398286,137432.50057327334,4,0,0.025236250968727253
1,ST,12.435259551109297,0.040436532820981946,48953.29944447584,5,0,0.04964721866112497
1,ST,12.428611314118937,0.04129801743664247,51074.304495565324,5,0,0.012612763517789165
1,ST,11.59154987224181,0.02738970674600178,129048.30178238632,4,0,0.01607409945864683
1,ST,10.773451620914077,0.025979917436909708,137267.5423490167,4,0,0.07549142206293918
1,ST,12.523624841259181,0.04043732391062424,49119.65975664478,5,0,0.04429840832580574
1,ST,11.575972214306244,0.0270695173141607,126410.05067921091,4,0,0.017114075905192525
1,ST,12.413496233505295,0.040146707699092364,50511.34112301976,5,0,0.009438338354118569
1,ST,12.726780759556927,0.04437761256824101,45052.65844343021,5,0,0.041543718552483164
1,ST,11.54736155691911,0.026701451804644845,128529.06543731416,4,0,0.01876482760012784
1,ST,10.879006463162826,0.024357068418044397,115129.82696981625,4,0,inf
1,ST,11.471216479483555,0.027039654765686257,130895.32859452284,4,0,0.007253701611896534
1,ST,11.461554310693993,0.02692323778012498,135572.45572315896,4,0,0.005888212722339777
1,ST,12.1998826605929,0.040401472469855045,53096.82471329749,5,0,0.02295677772509525
1,ST,11.122630527839942,0.026290435008678503,135417.69402565117,4,0,0.019373536346269055
1,ST,11.617539640431984,0.02667896178512985,124608.23834311933,4,0,0.009072467290735756
1,ST,11.160748521635368,0.02647109821886623,140406.5021818622,4,0,0.02960584642076569
1,ST,11.447200578728225,0.026904075503187505,133385.99826120018,4,0,0.011375154891340434
1,ST,11.272032081554338,0.026062400105541582,132118.73126495423,4,0,0.018268067831297367
1,ST,11.196290310024976,0.026715955893609568,136026.17157216696,4,0,0.02001656534336168
1,ST,11.488272445740616,0.026599272703445354,127385.26999198196,4,0,0.011616799102455598
1,ST,10.545337363687148,0.025750698362030297,125318.89686292312,4,0,0.1069394142412701
1,ST,12.275182560514176,0.040413329797692334,52704.39329924154,5,0,0.019920023333022494
1,ST,11.695903846361583,0.027771258082076773,117924.22767874543,4,0,0.020104122063231096
1,ST,11.492414007866254,0.026795700318490233,130591.14921681132,4,0,0.004955792330278732
1,ST,11.533245220998367,0.026639120959324337,130117.94842873383,4,0,0.016470579874386417
1,ST,11.08245137080907,0.026422990357321666,138019.15711965517,4,0,0.036833718258164755
1,ST,11.355394251019518,0.026904566684079576,134225.44726283746,4,0,0.020610606002004345
1,ST,13.3583276891973,0.062306819620604706,16769.438609717163,6,0,0.19073992154279673
1,ST,12.811849327401422,0.04474698229128915,40913.56880098312,5,0,0.02514818311183236
1,ST,11.618200093715869,0.027641749047819783,126060.46568950693,4,0,0.009462746168133196
1,ST,11.497158191012206,0.027218799300788805,130514.8729370033,4,0,0.010322472190427347
1,ST,11.751576282881317,0.02827940814791042,114085.19553107746,4,0,0.006693584040281981
1,ST,11.375818732740077,0.026840156941161153,133322.72042174623,4,0,0.012209124712228651
1,ST,11.587649535891046,0.02714913479302833,127727.51390304082,4,0,0.01139098476759702
1,ST,11.285324187615561,0.02688791395308113,135448.2083200881,4,0,0.009090981935328238
1,ST,12.600530091060778,0.040568258114070596,50466.98373834756,5,0,0.04332304164606855
2,ST,13.248734333931552,0.06981345767918186,15598.662349938424,6,0,inf
2,ST,13.345659287021622,0.06604712378267998,15377.897283606895,6,0,inf
2,ST,11.71277644089129,0.028197377661070142,114297.14264018317,4,0,0.007475554546314513
2,ST,12.500353796919306,0.042021389652235314,48977.390845685346,5,0,0.009270859034903227
2,ST,12.239464659578625,0.04158340939561444,52045.04539730679,5,0,0.006795930253658006
2,ST,11.134078130821703,0.027600442714599688,138151.68604295587,4,0,0.020960770532025066
2,ST,11.136988465985945,0.026493412490525704,133786.17484480116,4,0,0.00914056491030018
2,ST,11.688546882934162,0.02766191905104405,115653.2500875621,4,0,0.019754128318611428
2,ST,12.22677574432506,0.04157743020839656,52172.3095578355,5,0,0.006332716894488707
2,ST,11.506836196285162,0.02665594446237337,128456.02299304018,4,0,0.005022794146363974
2,ST,11.54672468769284,0.027098931841713053,127939.61833890894,4,0,0.00898776472694731
2,ST,12.22322682722972,0.04043789430181432,52522.88585985924,5,0,0.024772010314252493
2,ST,11.20817859515329,0.02628850034368895,131408.77049613715,4,0,0.022104216201609243
2,ST,11.486272183579386,0.02676517020877867,128793.74149821293,4,0,0.008085256668796656
2,ST,11.059963609776144,0.026218484586862704,128135.02410372635,4,0,0.012526887732472389
2,ST,11.349530003578876,0.02662593343841736,131409.76648663072,4,0,0.004898934606899011
2,ST,12.527440826495342,0.04142531481030034,46290.63446397474,5,0,0.0038546230183800333
2,ST,9.09464640029605,0.025462745538094664,105242.86042800189,4,0,0.32579776586521936
2,ST,12.577538005034025,0.04315073113156413,47480.10885402795,5,0,0.01648666261727871
