alpha,volume,ctrl,dominated
12.390867472419307,0.0033538766492962253,0.5475684008875057,False
9.31516081234219,0.0013615293910381784,4.631441617683941,False
10.603401466520747,0.001948601377605344,275.1004186927066,False
12.390894982047872,0.0033538766492962253,0.5475684008875057,False
12.390867472419307,0.0033538766492962253,0.5475684008875057,False
9.107400732176657,0.0013836495483877326,5.142339279940277,False
10.846281192303346,0.0016713083242913998,7.699894040520893,False
9.722864977296549,0.0016355727592603487,3.2444507242200147,False
9.868454694203038,0.0016355727592603487,3.4106808766104555,False
9.722864701214617,0.0016355727592603487,3.2444507242200147,False
9.72286181784714,0.0016355727592603487,3.2444507242200147,False
10.846284152233228,0.0016713083242913998,7.699894040520893,False
9.4172645935014,0.0015904942320922964,3.8385839082399604,False
9.722864701214617,0.0016355727592603487,3.2444507242200147,False
10.572724380808049,0.0016713083242913998,8.504691915455604,False
9.722864977296549,0.0016355727592603487,3.2444507242200147,False
10.989417276077228,0.0019111965363624193,8.745453730493328,False
9.689132223529752,0.0016355727592603487,3.201194903846811,False
10.163635202538224,0.0016163673072270325,3.135258132725295,False
5.52057014718287,0.001641418134332219,16.937903671221303,False
10.163632253160758,0.0016163673072270325,3.135258132725295,False
8.988555094065987,0.0019024191975188284,84.75438894122686,False
9.72286181784714,0.0016355727592603487,3.2444507242200147,False
9.722864977296549,0.0016355727592603487,3.2444507242200147,False
8.988554978681393,0.0019024191975188284,84.75438894122686,False
9.689132223529752,0.0016355727592603487,3.201194903846811,False
9.689141339177906,0.0016355727592603487,3.201194903846811,False
9.845592644286327,0.00160233574931675,2.829727412206719,False
10.163632253160758,0.0016163673072270325,3.135258132725295,False
10.163638821819854,0.0016163673072270325,3.135258132725295,False
9.689141339177906,0.0016355727592603487,3.201194903846811,False
9.722864977296549,0.0016355727592603487,3.2444507242200147,False
9.68913525397576,0.0016355727592603487,3.201194903846811,False
9.722864701214617,0.0016355727592603487,3.2444507242200147,False
6.307887411713839,0.0017810922367764092,149.08473598599716,False
9.845592644286327,0.00160233574931675,2.829727412206719,False
9.68913525397576,0.0016355727592603487,3.201194903846811,False
9.722864701214617,0.0016355727592603487,3.2444507242200147,False
9.689141339177906,0.0016355727592603487,3.201194903846811,False
10.16363759284179,0.0016163673072270325,3.135258132725295,False
9.837456687462304,0.0016355727592603487,3.282084543666139,False
9.689132223529752,0.0016355727592603487,3.201194903846811,False
11.06805854465889,0.001912922704788126,9.757794857428276,False
9.722864977296549,0.0016355727592603487,3.2444507242200147,False
5.520569072230386,0.001641418134332219,16.937903671221303,False
5.520570242614879,0.001641418134332219,16.937903671221303,False
10.163635202538224,0.0016163673072270325,3.135258132725295,False
10.151109092392172,0.0016163673072270325,3.1650247991269227,False
5.520569072230386,0.001641418134332219,16.937903671221303,False
9.722864701214617,0.0016355727592603487,3.2444507242200147,False
9.396272756405565,0.0015602268903154753,4.872048915768873,False
9.722864977296549,0.0016355727592603487,3.2444507242200147,False
9.924057153029132,0.00160233574931675,2.9374158662433265,False
9.722864701214617,0.0016355727592603487,3.2444507242200147,False
9.84559499460926,0.00160233574931675,2.829727412206719,False
10.151109092392172,0.0016163673072270325,3.1650247991269227,False
9.722862004245917,0.0016355727592603487,3.2444507242200147,False
10.163638821819854,0.0016163673072270325,3.135258132725295,False
9.843674279457169,0.0015884534266869046,2.8703014991979505,False
10.16363759284179,0.0016163673072270325,3.135258132725295,False
9.315164838534304,0.0013615293910381784,4.631441617683941,False
7.6207482921751435,0.0017810922367764092,208.07271093454747,False
8.426218523220603,0.0019024191975188284,71.86386280926749,False
9.722864977296549,0.0016355727592603487,3.2444507242200147,False
9.722862004245917,0.0016355727592603487,3.2444507242200147,False
9.417258188311086,0.0015904942320922964,3.8385839082399604,False
9.920315307029384,0.00160233574931675,2.930940187965578,False
10.16363759284179,0.0016163673072270325,3.135258132725295,False
9.722862004245917,0.0016355727592603487,3.2444507242200147,False
9.722864701214617,0.0016355727592603487,3.2444507242200147,False
10.572724380808049,0.0016713083242913998,8.504691915455604,False
9.722864977296549,0.0016355727592603487,3.2444507242200147,False
9.722862004245917,0.0016355727592603487,3.2444507242200147,False
9.722864701214617,0.0016355727592603487,3.2444507242200147,False
6.307887411713839,0.0017810922367764092,149.08473598599716,False
5.52057014718287,0.001641418134332219,16.937903671221303,False
10.989417276077228,0.0019111965363624193,8.745453730493328,False
9.722864701214617,0.0016355727592603487,3.2444507242200147,False
10.187774859308934,0.0016163673072270325,3.1124557044385983,False
9.689139675984455,0.0016355727592603487,3.201194903846811,False
9.722868856614566,0.0016355727592603487,3.2444507242200147,False
10.163625023441995,0.0016163673072270325,3.135258132725295,False
10.151109175754838,0.0016163673072270325,3.1650247991269227,False
10.846287675542666,0.0016713083242913998,7.699894040520893,False
10.151109182502553,0.0016163673072270325,3.1650247991269227,False
9.722865580580784,0.0016355727592603487,3.2444507242200147,False
9.722871272695544,0.0016355727592603487,3.2444507242200147,False
9.417259634156176,0.0015904942320922964,3.8385839082399604,False
9.722868856614566,0.0016355727592603487,3.2444507242200147,False
7.620749203617833,0.0017810922367764092,208.07271093454747,False
10.151109175754838,0.0016163673072270325,3.1650247991269227,False
9.722861637581813,0.0016355727592603487,3.2444507242200147,False
9.722868856614566,0.0016355727592603487,3.2444507242200147,False
9.689132576663745,0.0016355727592603487,3.201194903846811,False
